epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.6988,3.19112,3.98629,1.24231,0.0115,0.47066,0.07814,0.02385,2.51285,3.61261,0.95695,0.000328283,0.000328283,0.000328283
2,46.9436,2.74714,2.63868,0.98621,0.40079,0.31824,0.30823,0.10399,2.48222,2.39269,0.95201,0.000334116,0.000334116,0.000334116
